+-------+------------------+--------------------+----------------+----------+---------+-----------+---------+---------+--------------------+------------------+
| Epoch | Machine Training | Discriminator Loss | Generator Loss | Accuracy |   FPR   | Precision |  Recall |    F1   | Median Wasserstein | Mean Wasserstein |
|  327  |  Discriminator   |      0.61798       |    0.58053     | 0.72200  | 0.34400 |  0.69611  | 0.78800 | 0.73871 |      0.38055       |     0.40390      |
|  328  |  Discriminator   |      0.54705       |    0.58053     | 0.72600  | 0.23600 |  0.74459  | 0.68800 | 0.71468 |      0.36351       |     0.39794      |
|  329  |  Discriminator   |      0.55694       |    0.58053     | 0.73000  | 0.13600 |  0.81421  | 0.59600 | 0.68773 |      0.37425       |     0.39636      |
|  330  |  Discriminator   |      0.51326       |    0.58053     | 0.76800  | 0.09600 |  0.86813  | 0.63200 | 0.73099 |      0.37369       |     0.39632      |
|  331  |  Discriminator   |      0.46925       |    0.58053     | 0.82000  | 0.11600 |  0.86697  | 0.75600 | 0.80719 |      0.37246       |     0.39415      |
|  332  |    Generator     |      0.46925       |    1.14097     | 0.76800  | 0.20000 |  0.78632  | 0.73600 | 0.75983 |      0.38194       |     0.40197      |
|  333  |    Generator     |      0.46925       |    0.75690     | 0.53000  | 0.63600 |  0.52252  | 0.69600 | 0.59642 |      0.39857       |     0.40268      |
|  334  |    Generator     |      0.46925       |    0.58961     | 0.45800  | 0.80000 |  0.47230  | 0.71600 | 0.56868 |      0.39620       |     0.40488      |
|  335  |  Discriminator   |      0.75745       |    0.58961     | 0.46000  | 0.81200 |  0.47409  | 0.73200 | 0.57499 |      0.40284       |     0.40225      |
|  336  |  Discriminator   |      0.73416       |    0.58961     | 0.52800  | 0.76400 |  0.51768  | 0.82000 | 0.63420 |      0.40034       |     0.40697      |
|  337  |  Discriminator   |      0.71308       |    0.58961     | 0.51200  | 0.78400 |  0.50754  | 0.80800 | 0.62298 |      0.39665       |     0.40221      |
|  338  |  Discriminator   |      0.67232       |    0.58961     | 0.54600  | 0.71200 |  0.53034  | 0.80400 | 0.63863 |      0.40000       |     0.40415      |
|  339  |  Discriminator   |      0.67542       |    0.58961     | 0.57000  | 0.64000 |  0.54930  | 0.78000 | 0.64414 |      0.39733       |     0.40218      |
|  340  |  Discriminator   |      0.64466       |    0.58961     | 0.60000  | 0.59200 |  0.57225  | 0.79200 | 0.66394 |      0.38983       |     0.39919      |
|  341  |  Discriminator   |      0.62322       |    0.58961     | 0.63800  | 0.51200 |  0.60615  | 0.78800 | 0.68473 |      0.40533       |     0.40281      |
|  342  |  Discriminator   |      0.57281       |    0.58961     | 0.70000  | 0.40000 |  0.66667  | 0.80000 | 0.72678 |      0.39746       |     0.40383      |
|  343  |  Discriminator   |      0.55623       |    0.58961     | 0.77000  | 0.23600 |  0.76680  | 0.77600 | 0.77087 |      0.40312       |     0.40261      |
|  344  |    Generator     |      0.55623       |    0.82162     | 0.63800  | 0.48800 |  0.61022  | 0.76400 | 0.67801 |      0.40090       |     0.40711      |
|  345  |    Generator     |      0.55623       |    0.71587     | 0.55400  | 0.62400 |  0.53982  | 0.73200 | 0.62090 |      0.40171       |     0.40410      |
|  346  |    Generator     |      0.55623       |    0.61912     | 0.48800  | 0.76800 |  0.49206  | 0.74400 | 0.59188 |      0.38685       |     0.40067      |
|  347  |  Discriminator   |      0.73348       |    0.61912     | 0.52200  | 0.68400 |  0.51558  | 0.72800 | 0.60316 |      0.39259       |     0.40449      |
|  348  |  Discriminator   |      0.69354       |    0.61912     | 0.57400  | 0.56000 |  0.55836  | 0.70800 | 0.62385 |      0.39206       |     0.40299      |
|  349  |  Discriminator   |      0.69112       |    0.61912     | 0.56000  | 0.57200 |  0.54747  | 0.69200 | 0.61081 |      0.38843       |     0.40196      |
|  350  |  Discriminator   |      0.67538       |    0.61912     | 0.56600  | 0.52000 |  0.55631  | 0.65200 | 0.59987 |      0.39937       |     0.40464      |
|  351  |  Discriminator   |      0.66125       |    0.61912     | 0.66800  | 0.42000 |  0.64286  | 0.75600 | 0.69436 |      0.39300       |     0.40203      |
|  352  |  Discriminator   |      0.62925       |    0.61912     | 0.67200  | 0.34000 |  0.66797  | 0.68400 | 0.67539 |      0.39514       |     0.40360      |
|  353  |  Discriminator   |      0.60535       |    0.61912     | 0.75600  | 0.18800 |  0.78829  | 0.70000 | 0.74103 |      0.38453       |     0.40274      |
|  354  |  Discriminator   |      0.55655       |    0.61912     | 0.78600  | 0.15200 |  0.82648  | 0.72400 | 0.77136 |      0.38947       |     0.40395      |
|  355  |  Discriminator   |      0.54431       |    0.61912     | 0.80200  | 0.09200 |  0.88325  | 0.69600 | 0.77803 |      0.39444       |     0.40616      |
|  356  |  Discriminator   |      0.55448       |    0.61912     | 0.75800  | 0.06400 |  0.90062  | 0.58000 | 0.70512 |      0.38690       |     0.40264      |
|  357  |  Discriminator   |      0.50114       |    0.61912     | 0.82600  | 0.05600 |  0.92670  | 0.70800 | 0.80223 |      0.39339       |     0.40489      |
|  358  |  Discriminator   |      0.50206       |    0.61912     | 0.81400  | 0.05200 |  0.92896  | 0.68000 | 0.78473 |      0.38861       |     0.40248      |
|  359  |  Discriminator   |      0.48256       |    0.61912     | 0.83200  | 0.03600 |  0.95109  | 0.70000 | 0.80596 |      0.39764       |     0.39979      |
|  360  |  Discriminator   |      0.45596       |    0.61912     | 0.85800  | 0.03600 |  0.95431  | 0.75200 | 0.84067 |      0.39139       |     0.40065      |
|  361  |    Generator     |      0.45596       |    1.21209     | 0.84000  | 0.06000 |  0.92500  | 0.74000 | 0.82173 |      0.38799       |     0.40292      |
|  362  |    Generator     |      0.45596       |    1.00024     | 0.80600  | 0.18800 |  0.80972  | 0.80000 | 0.80433 |      0.37186       |     0.40104      |
|  363  |    Generator     |      0.45596       |    0.83147     | 0.66800  | 0.37600 |  0.65441  | 0.71200 | 0.68149 |      0.37052       |     0.39953      |
|  364  |    Generator     |      0.45596       |    0.68488     | 0.51200  | 0.68000 |  0.50867  | 0.70400 | 0.59012 |      0.38135       |     0.40937      |
|  365  |    Generator     |      0.45596       |    0.57727     | 0.47400  | 0.83600 |  0.48395  | 0.78400 | 0.59800 |      0.38181       |     0.41105      |
|  366  |  Discriminator   |      0.74742       |    0.57727     | 0.49200  | 0.83200 |  0.49515  | 0.81600 | 0.61584 |      0.39812       |     0.42421      |
|  367  |  Discriminator   |      0.74680       |    0.57727     | 0.48800  | 0.76400 |  0.49202  | 0.74000 | 0.59057 |      0.39881       |     0.41831      |
|  368  |  Discriminator   |      0.70882       |    0.57727     | 0.54400  | 0.68400 |  0.53022  | 0.77200 | 0.62818 |      0.39330       |     0.41639      |
|  369  |  Discriminator   |      0.65749       |    0.57727     | 0.60400  | 0.53200 |  0.58176  | 0.74000 | 0.65092 |      0.38320       |     0.41219      |
|  370  |  Discriminator   |      0.61865       |    0.57727     | 0.72400  | 0.22000 |  0.75225  | 0.66800 | 0.70713 |      0.38531       |     0.41991      |
|  371  |  Discriminator   |      0.56928       |    0.57727     | 0.76800  | 0.14000 |  0.82843  | 0.67600 | 0.74400 |      0.38865       |     0.41645      |
|  372  |  Discriminator   |      0.53630       |    0.57727     | 0.75800  | 0.08000 |  0.88166  | 0.59600 | 0.71074 |      0.38999       |     0.41320      |
|  373  |  Discriminator   |      0.49811       |    0.57727     | 0.80600  | 0.04400 |  0.93714  | 0.65600 | 0.77128 |      0.38565       |     0.41248      |
|  374  |  Discriminator   |      0.45441       |    0.57727     | 0.80800  | 0.04400 |  0.93750  | 0.66000 | 0.77416 |      0.39053       |     0.41760      |
|  375  |  Discriminator   |      0.41538       |    0.57727     | 0.83400  | 0.06800 |  0.91542  | 0.73600 | 0.81547 |      0.39258       |     0.41830      |
|  376  |  Discriminator   |      0.41525       |    0.57727     | 0.88400  | 0.06000 |  0.93243  | 0.82800 | 0.87662 |      0.40154       |     0.42245      |
|  377  |    Generator     |      0.41525       |    1.66197     | 0.85000  | 0.09600 |  0.89238  | 0.79600 | 0.84094 |      0.39326       |     0.41457      |
|  378  |    Generator     |      0.41525       |    1.20754     | 0.75600  | 0.27600 |  0.74060  | 0.78800 | 0.76307 |      0.37695       |     0.40802      |
|  379  |    Generator     |      0.41525       |    0.85378     | 0.66200  | 0.49600 |  0.62310  | 0.82000 | 0.70763 |      0.36960       |     0.40007      |
|  380  |    Generator     |      0.41525       |    0.67742     | 0.56400  | 0.70400 |  0.54167  | 0.83200 | 0.65567 |      0.36374       |     0.40065      |
|  381  |  Discriminator   |      0.66295       |    0.67742     | 0.53800  | 0.71600 |  0.52520  | 0.79200 | 0.63110 |      0.35018       |     0.40406      |
|  382  |  Discriminator   |      0.65230       |    0.67742     | 0.63400  | 0.53600 |  0.60000  | 0.80400 | 0.68669 |      0.36128       |     0.40645      |
|  383  |  Discriminator   |      0.56142       |    0.67742     | 0.75200  | 0.26400 |  0.74419  | 0.76800 | 0.75541 |      0.35277       |     0.40253      |
|  384  |    Generator     |      0.56142       |    0.85227     | 0.64800  | 0.47200 |  0.61935  | 0.76800 | 0.68522 |      0.35103       |     0.40560      |
|  385  |    Generator     |      0.56142       |    0.63996     | 0.49000  | 0.79600 |  0.49364  | 0.77600 | 0.60295 |      0.35781       |     0.41564      |
|  386  |  Discriminator   |      0.68415       |    0.63996     | 0.60400  | 0.49200 |  0.58725  | 0.70000 | 0.63819 |      0.36285       |     0.40731      |
|  387  |  Discriminator   |      0.60885       |    0.63996     | 0.68800  | 0.22800 |  0.72596  | 0.60400 | 0.65889 |      0.37350       |     0.41905      |
|  388  |  Discriminator   |      0.57267       |    0.63996     | 0.70600  | 0.14400 |  0.79429  | 0.55600 | 0.65363 |      0.36701       |     0.41506      |
|  389  |  Discriminator   |      0.51184       |    0.63996     | 0.76000  | 0.11600 |  0.84574  | 0.63600 | 0.72554 |      0.36434       |     0.41498      |
|  390  |  Discriminator   |      0.46244       |    0.63996     | 0.80800  | 0.10400 |  0.87379  | 0.72000 | 0.78898 |      0.37090       |     0.41541      |
|  391  |  Discriminator   |      0.39909       |    0.63996     | 0.85200  | 0.09200 |  0.89640  | 0.79600 | 0.84272 |      0.36895       |     0.41217      |
|  392  |    Generator     |      0.39909       |    1.62074     | 0.79000  | 0.22000 |  0.78431  | 0.80000 | 0.79158 |      0.39722       |     0.41806      |
|  393  |    Generator     |      0.39909       |    0.81999     | 0.60400  | 0.60400 |  0.57345  | 0.81200 | 0.67170 |      0.37394       |     0.40649      |
|  394  |    Generator     |      0.39909       |    0.48991     | 0.48800  | 0.86800 |  0.49299  | 0.84400 | 0.62195 |      0.36225       |     0.40971      |
|  395  |  Discriminator   |      0.81722       |    0.48991     | 0.47800  | 0.84400 |  0.48662  | 0.80000 | 0.60467 |      0.36424       |     0.41535      |
|  396  |  Discriminator   |      0.73646       |    0.48991     | 0.57400  | 0.66400 |  0.55014  | 0.81200 | 0.65542 |      0.36085       |     0.41280      |
|  397  |  Discriminator   |      0.65275       |    0.48991     | 0.69200  | 0.36400 |  0.67266  | 0.74800 | 0.70784 |      0.35600       |     0.41409      |
|  398  |  Discriminator   |      0.57038       |    0.48991     | 0.70400  | 0.19200 |  0.75758  | 0.60000 | 0.66915 |      0.35121       |     0.41508      |
|  399  |  Discriminator   |      0.49459       |    0.48991     | 0.75200  | 0.08000 |  0.87952  | 0.58400 | 0.70144 |      0.35658       |     0.41409      |
|  400  |  Discriminator   |      0.46128       |    0.48991     | 0.83600  | 0.07200 |  0.91176  | 0.74400 | 0.81889 |      0.35978       |     0.41325      |
|  401  |  Discriminator   |      0.40528       |    0.48991     | 0.88000  | 0.06400 |  0.92793  | 0.82400 | 0.87238 |      0.36800       |     0.41614      |
|  402  |    Generator     |      0.40528       |    1.46141     | 0.80200  | 0.20000 |  0.80080  | 0.80400 | 0.80190 |      0.36245       |     0.41585      |
|  403  |    Generator     |      0.40528       |    0.72988     | 0.54600  | 0.70400 |  0.53067  | 0.79600 | 0.63632 |      0.36875       |     0.41690      |
|  404  |  Discriminator   |      0.65754       |    0.72988     | 0.64400  | 0.56000 |  0.60227  | 0.84800 | 0.70383 |      0.37263       |     0.40807      |
|  405  |  Discriminator   |      0.59153       |    0.72988     | 0.71000  | 0.35600 |  0.68551  | 0.77600 | 0.72746 |      0.38633       |     0.41352      |
|  406  |  Discriminator   |      0.49202       |    0.72988     | 0.82200  | 0.07200 |  0.90863  | 0.71600 | 0.80040 |      0.37243       |     0.41196      |
|  407  |  Discriminator   |      0.46759       |    0.72988     | 0.77600  | 0.08000 |  0.88764  | 0.63200 | 0.73783 |      0.38264       |     0.40952      |
|  408  |  Discriminator   |      0.38767       |    0.72988     | 0.84600  | 0.05600 |  0.93035  | 0.74800 | 0.82877 |      0.38806       |     0.41226      |
|  409  |  Discriminator   |      0.37176       |    0.72988     | 0.89600  | 0.06000 |  0.93421  | 0.85200 | 0.89071 |      0.37581       |     0.40943      |
|  410  |    Generator     |      0.37176       |    1.55266     | 0.80000  | 0.18800 |  0.80738  | 0.78800 | 0.79707 |      0.38314       |     0.40764      |
|  411  |    Generator     |      0.37176       |    0.74746     | 0.56800  | 0.72800 |  0.54271  | 0.86400 | 0.66619 |      0.37032       |     0.40538      |
|  412  |  Discriminator   |      0.65116       |    0.74746     | 0.62400  | 0.59600 |  0.58611  | 0.84400 | 0.69132 |      0.36756       |     0.40079      |
|  413  |  Discriminator   |      0.61569       |    0.74746     | 0.72600  | 0.36800 |  0.69024  | 0.82000 | 0.74905 |      0.36219       |     0.39945      |
|  414  |  Discriminator   |      0.58214       |    0.74746     | 0.80600  | 0.10400 |  0.87317  | 0.71600 | 0.78632 |      0.37678       |     0.40659      |
|  415  |  Discriminator   |      0.43070       |    0.74746     | 0.84200  | 0.07200 |  0.91304  | 0.75600 | 0.82664 |      0.36832       |     0.40334      |
|  416  |    Generator     |      0.43070       |    1.04923     | 0.73000  | 0.25200 |  0.73859  | 0.71200 | 0.72455 |      0.36288       |     0.39285      |
|  417  |    Generator     |      0.43070       |    0.63696     | 0.53800  | 0.66000 |  0.52722  | 0.73600 | 0.61387 |      0.36901       |     0.39610      |
|  418  |    Generator     |      0.43070       |    0.54177     | 0.41000  | 0.86800 |  0.44216  | 0.68800 | 0.53787 |      0.37196       |     0.39989      |
|  419  |  Discriminator   |      0.76884       |    0.54177     | 0.47200  | 0.77200 |  0.48118  | 0.71600 | 0.57508 |      0.37787       |     0.39823      |
|  420  |  Discriminator   |      0.72141       |    0.54177     | 0.56200  | 0.69600 |  0.54090  | 0.82000 | 0.65135 |      0.36647       |     0.39705      |
|  421  |  Discriminator   |      0.65653       |    0.54177     | 0.61200  | 0.55600 |  0.58383  | 0.78000 | 0.66732 |      0.36908       |     0.40015      |
|  422  |  Discriminator   |      0.59995       |    0.54177     | 0.74000  | 0.34000 |  0.70690  | 0.82000 | 0.75876 |      0.37269       |     0.39671      |
|  423  |  Discriminator   |      0.56921       |    0.54177     | 0.78200  | 0.22400 |  0.77866  | 0.78800 | 0.78280 |      0.37220       |     0.39968      |
|  424  |    Generator     |      0.56921       |    0.92741     | 0.72000  | 0.31600 |  0.70522  | 0.75600 | 0.72923 |      0.38186       |     0.39971      |
|  425  |    Generator     |      0.56921       |    0.76765     | 0.66400  | 0.45200 |  0.63312  | 0.78000 | 0.69843 |      0.39413       |     0.40122      |
|  426  |    Generator     |      0.56921       |    0.73628     | 0.61000  | 0.56800 |  0.58112  | 0.78800 | 0.66844 |      0.38766       |     0.40299      |
|  427  |    Generator     |      0.56921       |    0.65658     | 0.60000  | 0.56000 |  0.57576  | 0.76000 | 0.65468 |      0.38547       |     0.41010      |
|  428  |    Generator     |      0.56921       |    0.60836     | 0.56200  | 0.68400 |  0.54155  | 0.80800 | 0.64799 |      0.39134       |     0.41514      |
|  429  |    Generator     |      0.56921       |    0.58849     | 0.51200  | 0.72000 |  0.50820  | 0.74400 | 0.60341 |      0.38346       |     0.41772      |
|  430  |  Discriminator   |      0.73191       |    0.58849     | 0.59000  | 0.62400 |  0.56303  | 0.80400 | 0.66179 |      0.39024       |     0.41801      |
|  431  |  Discriminator   |      0.67448       |    0.58849     | 0.63400  | 0.47600 |  0.60984  | 0.74400 | 0.66978 |      0.38119       |     0.42872      |
|  432  |  Discriminator   |      0.61380       |    0.58849     | 0.66800  | 0.37600 |  0.65441  | 0.71200 | 0.68149 |      0.38368       |     0.41636      |
|  433  |  Discriminator   |      0.60127       |    0.58849     | 0.72000  | 0.22800 |  0.74554  | 0.66800 | 0.70414 |      0.38589       |     0.41560      |
|  434  |  Discriminator   |      0.55969       |    0.58849     | 0.76000  | 0.13600 |  0.82828  | 0.65600 | 0.73165 |      0.37553       |     0.41387      |
|  435  |  Discriminator   |      0.52875       |    0.58849     | 0.76600  | 0.15600 |  0.81517  | 0.68800 | 0.74571 |      0.38650       |     0.42003      |
|  436  |  Discriminator   |      0.48337       |    0.58849     | 0.84200  | 0.07200 |  0.91304  | 0.75600 | 0.82664 |      0.37826       |     0.41279      |
|  437  |    Generator     |      0.48337       |    1.26647     | 0.80800  | 0.08400 |  0.89286  | 0.70000 | 0.78426 |      0.36391       |     0.41190      |
|  438  |    Generator     |      0.48337       |    1.18316     | 0.76200  | 0.17200 |  0.80184  | 0.69600 | 0.74468 |      0.37745       |     0.41805      |
|  439  |    Generator     |      0.48337       |    1.00637     | 0.75600  | 0.23600 |  0.76016  | 0.74800 | 0.75353 |      0.37476       |     0.41501      |
|  440  |    Generator     |      0.48337       |    0.84475     | 0.67600  | 0.37200 |  0.66058  | 0.72400 | 0.69034 |      0.36877       |     0.41010      |
|  441  |    Generator     |      0.48337       |    0.72994     | 0.55000  | 0.61200 |  0.53776  | 0.71200 | 0.61225 |      0.37650       |     0.41799      |
|  442  |    Generator     |      0.48337       |    0.60629     | 0.50200  | 0.74000 |  0.50135  | 0.74400 | 0.59855 |      0.37123       |     0.42308      |
|  443  |  Discriminator   |      0.71978       |    0.60629     | 0.53800  | 0.71200 |  0.52533  | 0.78800 | 0.62992 |      0.36930       |     0.42232      |
|  444  |  Discriminator   |      0.71436       |    0.60629     | 0.56200  | 0.59600 |  0.54711  | 0.72000 | 0.62127 |      0.37403       |     0.42977      |
|  445  |  Discriminator   |      0.61534       |    0.60629     | 0.70600  | 0.33200 |  0.69145  | 0.74400 | 0.71626 |      0.36441       |     0.41766      |
|  446  |  Discriminator   |      0.55113       |    0.60629     | 0.78400  | 0.18800 |  0.80085  | 0.75600 | 0.77728 |      0.37332       |     0.42278      |
|  447  |    Generator     |      0.55113       |    0.95872     | 0.73800  | 0.31600 |  0.71480  | 0.79200 | 0.75092 |      0.36082       |     0.42839      |
|  448  |    Generator     |      0.55113       |    0.76327     | 0.61600  | 0.48800 |  0.59603  | 0.72000 | 0.65168 |      0.35124       |     0.42881      |
|  449  |    Generator     |      0.55113       |    0.64016     | 0.48800  | 0.76400 |  0.49202  | 0.74000 | 0.59057 |      0.36019       |     0.43774      |
|  450  |  Discriminator   |      0.78032       |    0.64016     | 0.57800  | 0.54800 |  0.56230  | 0.70400 | 0.62473 |      0.34956       |     0.44022      |
|  451  |  Discriminator   |      0.58287       |    0.64016     | 0.70400  | 0.28800 |  0.70732  | 0.69600 | 0.70111 |      0.34761       |     0.43686      |
|  452  |  Discriminator   |      0.51177       |    0.64016     | 0.77800  | 0.15600 |  0.82028  | 0.71200 | 0.76182 |      0.35234       |     0.43805      |
|  453  |  Discriminator   |      0.48408       |    0.64016     | 0.79600  | 0.12400 |  0.85238  | 0.71600 | 0.77776 |      0.35926       |     0.44133      |
|  454  |  Discriminator   |      0.45411       |    0.64016     | 0.82000  | 0.05200 |  0.93011  | 0.69200 | 0.79309 |      0.36333       |     0.43935      |
|  455  |  Discriminator   |      0.40271       |    0.64016     | 0.86600  | 0.07600 |  0.91403  | 0.80800 | 0.85725 |      0.35344       |     0.43468      |
|  456  |    Generator     |      0.40271       |    1.75076     | 0.81800  | 0.11200 |  0.86977  | 0.74800 | 0.80380 |      0.36396       |     0.43905      |
|  457  |    Generator     |      0.40271       |    1.26692     | 0.74200  | 0.27200 |  0.73541  | 0.75600 | 0.74506 |      0.33275       |     0.42423      |
|  458  |    Generator     |      0.40271       |    0.83040     | 0.59800  | 0.60000 |  0.57020  | 0.79600 | 0.66395 |      0.32340       |     0.41363      |
|  459  |    Generator     |      0.40271       |    0.56702     | 0.44600  | 0.86400 |  0.46667  | 0.75600 | 0.57663 |      0.34454       |     0.41876      |
|  460  |  Discriminator   |      0.76682       |    0.56702     | 0.48200  | 0.82400 |  0.48883  | 0.78800 | 0.60290 |      0.34354       |     0.41384      |
|  461  |  Discriminator   |      0.72468       |    0.56702     | 0.51200  | 0.75200 |  0.50785  | 0.77600 | 0.61345 |      0.33038       |     0.41760      |
|  462  |  Discriminator   |      0.68206       |    0.56702     | 0.64800  | 0.46800 |  0.62013  | 0.76400 | 0.68409 |      0.32727       |     0.41448      |
|  463  |  Discriminator   |      0.56933       |    0.56702     | 0.67600  | 0.34000 |  0.67054  | 0.69200 | 0.68060 |      0.33641       |     0.41831      |
|  464  |  Discriminator   |      0.49785       |    0.56702     | 0.79000  | 0.14000 |  0.83721  | 0.72000 | 0.77370 |      0.33821       |     0.41523      |
|  465  |  Discriminator   |      0.48182       |    0.56702     | 0.78400  | 0.13600 |  0.83810  | 0.70400 | 0.76472 |      0.33820       |     0.41700      |
|  466  |  Discriminator   |      0.45491       |    0.56702     | 0.81600  | 0.08000 |  0.89899  | 0.71200 | 0.79415 |      0.34539       |     0.41975      |
|  467  |  Discriminator   |      0.44551       |    0.56702     | 0.82000  | 0.09200 |  0.88835  | 0.73200 | 0.80214 |      0.34915       |     0.41889      |
|  468  |  Discriminator   |      0.38676       |    0.56702     | 0.90800  | 0.07200 |  0.92500  | 0.88800 | 0.90562 |      0.33924       |     0.42159      |
|  469  |    Generator     |      0.38676       |    1.50567     | 0.83800  | 0.15200 |  0.84490  | 0.82800 | 0.83586 |      0.35753       |     0.41918      |
|  470  |    Generator     |      0.38676       |    0.93423     | 0.69400  | 0.46400 |  0.64742  | 0.85200 | 0.73526 |      0.35992       |     0.41564      |
|  471  |    Generator     |      0.38676       |    0.56858     | 0.46800  | 0.86400 |  0.48077  | 0.80000 | 0.60013 |      0.37115       |     0.40745      |
|  472  |  Discriminator   |      0.75342       |    0.56858     | 0.48200  | 0.85200 |  0.48921  | 0.81600 | 0.61123 |      0.36951       |     0.40508      |
|  473  |  Discriminator   |      0.70405       |    0.56858     | 0.54400  | 0.77200 |  0.52696  | 0.86000 | 0.65302 |      0.39078       |     0.41362      |
|  474  |  Discriminator   |      0.65048       |    0.56858     | 0.61000  | 0.56800 |  0.58112  | 0.78800 | 0.66844 |      0.37573       |     0.40353      |
|  475  |  Discriminator   |      0.57323       |    0.56858     | 0.70800  | 0.37200 |  0.67931  | 0.78800 | 0.72913 |      0.37268       |     0.40727      |
|  476  |  Discriminator   |      0.48439       |    0.56858     | 0.81000  | 0.12400 |  0.85714  | 0.74400 | 0.79608 |      0.38467       |     0.40862      |
|  477  |  Discriminator   |      0.44188       |    0.56858     | 0.84800  | 0.08400 |  0.90278  | 0.78000 | 0.83641 |      0.39720       |     0.41918      |
|  478  |    Generator     |      0.44188       |    1.25779     | 0.72800  | 0.24400 |  0.74153  | 0.70000 | 0.71967 |      0.38158       |     0.40843      |
|  479  |    Generator     |      0.44188       |    0.70647     | 0.51200  | 0.66800 |  0.50882  | 0.69200 | 0.58595 |      0.37673       |     0.39859      |
|  480  |    Generator     |      0.44188       |    0.53578     | 0.46200  | 0.86400 |  0.47700  | 0.78800 | 0.59380 |      0.36968       |     0.39478      |
|  481  |  Discriminator   |      0.78772       |    0.53578     | 0.43800  | 0.82800 |  0.45953  | 0.70400 | 0.55560 |      0.36358       |     0.40059      |
|  482  |  Discriminator   |      0.72062       |    0.53578     | 0.50000  | 0.76400 |  0.50000  | 0.76400 | 0.60395 |      0.35361       |     0.39746      |
|  483  |  Discriminator   |      0.69165       |    0.53578     | 0.57600  | 0.64000 |  0.55307  | 0.79200 | 0.65083 |      0.36717       |     0.39914      |
|  484  |  Discriminator   |      0.62973       |    0.53578     | 0.65600  | 0.48400 |  0.62187  | 0.79600 | 0.69775 |      0.35873       |     0.40299      |
|  485  |  Discriminator   |      0.62391       |    0.53578     | 0.71600  | 0.39200 |  0.67763  | 0.82400 | 0.74319 |      0.36895       |     0.40670      |
|  486  |  Discriminator   |      0.55834       |    0.53578     | 0.82200  | 0.15600 |  0.83682  | 0.80000 | 0.81750 |      0.36133       |     0.40316      |
|  487  |    Generator     |      0.55834       |    0.87047     | 0.65400  | 0.48000 |  0.62145  | 0.78800 | 0.69439 |      0.36633       |     0.39552      |
|  488  |    Generator     |      0.55834       |    0.70815     | 0.55600  | 0.67600 |  0.53825  | 0.78800 | 0.63913 |      0.35966       |     0.40631      |
|  489  |    Generator     |      0.55834       |    0.61221     | 0.51400  | 0.78000 |  0.50882  | 0.80800 | 0.62395 |      0.37270       |     0.40779      |
|  490  |  Discriminator   |      0.69197       |    0.61221     | 0.57600  | 0.64400 |  0.55278  | 0.79600 | 0.65198 |      0.38366       |     0.41118      |
|  491  |  Discriminator   |      0.67010       |    0.61221     | 0.62400  | 0.54800 |  0.59226  | 0.79600 | 0.67869 |      0.38044       |     0.41197      |
|  492  |  Discriminator   |      0.60325       |    0.61221     | 0.73400  | 0.32400 |  0.70968  | 0.79200 | 0.74808 |      0.38228       |     0.40962      |
|  493  |  Discriminator   |      0.53252       |    0.61221     | 0.78400  | 0.18400 |  0.80342  | 0.75200 | 0.77636 |      0.37894       |     0.41406      |
|  494  |    Generator     |      0.53252       |    0.94616     | 0.72600  | 0.28400 |  0.72157  | 0.73600 | 0.72821 |      0.37916       |     0.41304      |
|  495  |    Generator     |      0.53252       |    0.77007     | 0.62400  | 0.55200 |  0.59172  | 0.80000 | 0.67978 |      0.37361       |     0.41076      |
|  496  |    Generator     |      0.53252       |    0.65259     | 0.52800  | 0.66800 |  0.52011  | 0.72400 | 0.60486 |      0.38892       |     0.40986      |
|  497  |    Generator     |      0.53252       |    0.58405     | 0.50400  | 0.78800 |  0.50253  | 0.79600 | 0.61562 |      0.41556       |     0.41475      |
|  498  |  Discriminator   |      0.72709       |    0.58405     | 0.52000  | 0.73600 |  0.51323  | 0.77600 | 0.61736 |      0.40761       |     0.41343      |
|  499  |  Discriminator   |      0.69402       |    0.58405     | 0.61400  | 0.54000 |  0.58716  | 0.76800 | 0.66502 |      0.41115       |     0.41554      |
|  500  |  Discriminator   |      0.63235       |    0.58405     | 0.71400  | 0.32400 |  0.69888  | 0.75200 | 0.72397 |      0.41050       |     0.41172      |
|  501  |  Discriminator   |      0.56488       |    0.58405     | 0.80000  | 0.14800 |  0.83482  | 0.74800 | 0.78853 |      0.41135       |     0.41741      |
|  502  |  Discriminator   |      0.54879       |    0.58405     | 0.83000  | 0.11600 |  0.86996  | 0.77600 | 0.81980 |      0.40720       |     0.41231      |
|  503  |    Generator     |      0.54879       |    1.11572     | 0.81800  | 0.15200 |  0.83830  | 0.78800 | 0.81187 |      0.39358       |     0.41268      |
|  504  |    Generator     |      0.54879       |    0.89068     | 0.72400  | 0.33600 |  0.70000  | 0.78400 | 0.73912 |      0.42300       |     0.41228      |
|  505  |    Generator     |      0.54879       |    0.77132     | 0.56800  | 0.62400 |  0.54913  | 0.76000 | 0.63710 |      0.41411       |     0.41428      |
|  506  |    Generator     |      0.54879       |    0.67218     | 0.54400  | 0.67600 |  0.53056  | 0.76400 | 0.62575 |      0.42699       |     0.42127      |
|  507  |    Generator     |      0.54879       |    0.62809     | 0.49800  | 0.76400 |  0.49869  | 0.76000 | 0.60174 |      0.41980       |     0.41992      |
